transaction_id,timestamp,product_id,category,customer_type,unit_price,quantity,total,payment_type
a1c82654-c52c-45b3-8ce8-4c2a1efe63ed,2/3/2022 9:51,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,gold,3.99,2,7.98,e-wallet
931ad550-09e8-4da6-beaa-8c9d17be9c60,6/3/2022 10:33,ad81b46c-bf38-41cf-9b54-5fe7f5eba93e,fruit,standard,3.99,1,3.99,e-wallet
ae133534-6f61-4cd6-b6b8-d1c1d8d90aea,4/3/2022 17:20,7c55cbd4-f306-4c04-a030-628cbe7867c1,fruit,premium,0.19,2,0.38,e-wallet
157cebd9-aaf0-475d-8a11-7c8e0f5b76e4,2/3/2022 17:23,80da8348-1707-403f-8be7-9e6deeccc883,fruit,gold,0.19,4,0.76,e-wallet
a81a6cd3-5e0c-44a2-826c-aea43e46c514,5/3/2022 14:32,7f5e86e6-f06f-45f6-bf44-27b095c9ad1d,fruit,basic,4.49,2,8.98,debit card
b5b3c8b9-f496-484d-aa30-4f2efb5ed56c,7/3/2022 17:59,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,standard,3.99,4,15.96,cash
4997b1ae-f5aa-4b9f-8fc8-22ad8f19837c,7/3/2022 19:36,14736243-d346-438f-9535-d80fcb9f3882,fruit,standard,1.49,4,5.96,e-wallet
bfffee68-0736-42af-bd3e-4ca77541b0d6,7/3/2022 19:03,0ddc2379-adba-4fb0-aa97-19fcafc738a1,fruit,basic,3.99,4,15.96,credit card
ce50e984-90cd-4b47-8537-3a4e32e6d314,7/3/2022 11:34,ad81b46c-bf38-41cf-9b54-5fe7f5eba93e,fruit,non-member,3.99,1,3.99,credit card
f0700cc9-e6f5-4b9a-add4-05e64b4f495b,7/3/2022 9:20,35e00193-aa27-4121-87f4-6ac0d8a8671f,fruit,premium,0.49,3,1.47,e-wallet
3c46e735-8cb6-4ecf-ab3b-94d116651f26,6/3/2022 12:44,ecac012c-1dec-41d4-9ebd-56fb7166f6d9,fruit,standard,4.99,1,4.99,cash
93c9eeb9-314d-4bd4-b0d9-1e55e97d5273,1/3/2022 14:58,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,premium,3.99,4,15.96,e-wallet
13049349-04ed-4df2-b320-eb2ce3f5fa16,5/3/2022 10:58,ecac012c-1dec-41d4-9ebd-56fb7166f6d9,fruit,premium,4.99,3,14.97,e-wallet
05bd411c-b512-49a3-b61e-070ebbb33597,4/3/2022 14:41,35e00193-aa27-4121-87f4-6ac0d8a8671f,fruit,premium,0.49,4,1.96,e-wallet
a016533b-7d7e-44ba-b37d-080b5fc271c3,1/3/2022 11:20,04da844d-8dba-4470-9119-e534d52a03a0,fruit,gold,0.49,1,0.49,cash
464b8d77-bc32-49d7-9203-22cb9f2d9acf,5/3/2022 19:15,0ddc2379-adba-4fb0-aa97-19fcafc738a1,fruit,premium,3.99,4,15.96,e-wallet
cdadb465-b263-48ae-9bc6-df766a6bad46,1/3/2022 19:24,14736243-d346-438f-9535-d80fcb9f3882,fruit,standard,1.49,1,1.49,debit card
1b5dcfd7-9e27-4fee-91af-95845d4d8ae6,5/3/2022 9:44,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,standard,3.99,3,11.97,e-wallet
32f8045e-7f73-4e8d-aa12-13e309758447,1/3/2022 13:01,35e00193-aa27-4121-87f4-6ac0d8a8671f,fruit,basic,0.49,4,1.96,debit card
e0940aa1-f237-49c0-a244-86446dee2246,1/3/2022 12:39,0ddc2379-adba-4fb0-aa97-19fcafc738a1,fruit,premium,3.99,2,7.98,e-wallet
103e9577-bd93-438c-98d0-6b36a41c8734,7/3/2022 13:13,7f5e86e6-f06f-45f6-bf44-27b095c9ad1d,fruit,gold,4.49,3,13.47,credit card
35c001c3-4fc6-4f4e-a21c-191f54958dde,3/3/2022 10:55,80da8348-1707-403f-8be7-9e6deeccc883,fruit,standard,0.19,2,0.38,credit card
4ef0aaad-7b06-4016-a634-dc58c9cf61ff,2/3/2022 15:44,ad81b46c-bf38-41cf-9b54-5fe7f5eba93e,fruit,non-member,3.99,1,3.99,cash
8d9f8462-420f-4bd8-a1d9-e5fd60108ae5,5/3/2022 9:55,04da844d-8dba-4470-9119-e534d52a03a0,fruit,basic,0.49,4,1.96,e-wallet
973f952b-e2e0-4c9c-b63a-45779d6f0612,6/3/2022 16:58,7c55cbd4-f306-4c04-a030-628cbe7867c1,fruit,standard,0.19,4,0.76,debit card
ff18939e-1f51-4658-8f5e-aee1ca609d8f,6/3/2022 15:46,ad81b46c-bf38-41cf-9b54-5fe7f5eba93e,fruit,non-member,3.99,2,7.98,e-wallet
b7426358-7b45-4778-9750-f979d0670e6d,7/3/2022 11:15,7f5e86e6-f06f-45f6-bf44-27b095c9ad1d,fruit,premium,4.49,4,17.96,credit card
a0a1b350-4487-4136-9f14-258d5f377d79,1/3/2022 17:45,ecac012c-1dec-41d4-9ebd-56fb7166f6d9,fruit,premium,4.99,2,9.98,e-wallet
3021076e-62cc-4c0c-8b61-653b937e3526,7/3/2022 9:04,7c55cbd4-f306-4c04-a030-628cbe7867c1,fruit,gold,0.19,2,0.38,credit card
db19bfd4-32b0-4adf-8423-2bef3b5c633c,2/3/2022 14:44,ecac012c-1dec-41d4-9ebd-56fb7166f6d9,fruit,standard,4.99,3,14.97,debit card
b0262924-e54e-45d7-803b-9e318f47df0d,3/3/2022 9:43,80da8348-1707-403f-8be7-9e6deeccc883,fruit,premium,0.19,1,0.19,cash
762b1e99-7071-4c73-883d-606b93713f5e,2/3/2022 16:01,80da8348-1707-403f-8be7-9e6deeccc883,fruit,basic,0.19,3,0.57,cash
81441775-d782-43b8-bd48-6efede33eed1,7/3/2022 9:07,0ddc2379-adba-4fb0-aa97-19fcafc738a1,fruit,standard,3.99,4,15.96,credit card
244e8333-6593-46c2-a3ae-21877c3891c0,2/3/2022 11:24,35e00193-aa27-4121-87f4-6ac0d8a8671f,fruit,standard,0.49,4,1.96,credit card
998c2c93-314c-4370-860a-1c67163b06b9,2/3/2022 12:09,ad81b46c-bf38-41cf-9b54-5fe7f5eba93e,fruit,basic,3.99,4,15.96,e-wallet
d510e970-b720-4fa0-a044-f1861b1dbfec,4/3/2022 9:58,7c55cbd4-f306-4c04-a030-628cbe7867c1,fruit,gold,0.19,2,0.38,credit card
787688ec-a318-4e3f-8ac7-dbe2ce7744aa,2/3/2022 13:40,ad81b46c-bf38-41cf-9b54-5fe7f5eba93e,fruit,standard,3.99,2,7.98,debit card
cfdcb3cc-92b4-4ae6-a682-ef642638221d,2/3/2022 19:31,7c55cbd4-f306-4c04-a030-628cbe7867c1,fruit,standard,0.19,1,0.19,e-wallet
e86bd814-b3ba-424c-9956-4b4d2f58ce88,1/3/2022 10:17,80da8348-1707-403f-8be7-9e6deeccc883,fruit,standard,0.19,2,0.38,e-wallet
3b7045e1-f0a3-4e07-9807-38a92d3a7444,3/3/2022 19:57,04da844d-8dba-4470-9119-e534d52a03a0,fruit,non-member,0.49,3,1.47,e-wallet
0bd087e2-c718-4b21-9647-bba6d0128511,5/3/2022 14:47,7f5e86e6-f06f-45f6-bf44-27b095c9ad1d,fruit,basic,4.49,4,17.96,debit card
ceeb3ed3-d4db-4b3e-8852-f20852a1c3f6,4/3/2022 13:52,80da8348-1707-403f-8be7-9e6deeccc883,fruit,non-member,0.19,2,0.38,credit card
210d1927-28c8-48f7-ad29-ce2e4c8a9334,6/3/2022 10:57,ecac012c-1dec-41d4-9ebd-56fb7166f6d9,fruit,basic,4.99,2,9.98,e-wallet
f27c6bd9-e622-4f89-87e4-59e87811525e,5/3/2022 17:27,0ddc2379-adba-4fb0-aa97-19fcafc738a1,fruit,non-member,3.99,1,3.99,debit card
e2029808-05e5-4d55-8f09-f862f5014f8e,3/3/2022 13:18,0ddc2379-adba-4fb0-aa97-19fcafc738a1,fruit,gold,3.99,1,3.99,credit card
a1233c18-aee9-486b-8210-5ec2c2e36bed,6/3/2022 9:21,7c55cbd4-f306-4c04-a030-628cbe7867c1,fruit,non-member,0.19,1,0.19,cash
c88d90f2-5069-4e0e-8a89-677e5a84497b,1/3/2022 14:21,ad81b46c-bf38-41cf-9b54-5fe7f5eba93e,fruit,gold,3.99,3,11.97,e-wallet
6c014f73-3646-4c55-be8a-7db49c9e0316,1/3/2022 14:24,35e00193-aa27-4121-87f4-6ac0d8a8671f,fruit,gold,0.49,4,1.96,e-wallet
076958fd-726f-4429-9a88-366263490186,4/3/2022 14:04,14736243-d346-438f-9535-d80fcb9f3882,fruit,standard,1.49,1,1.49,e-wallet
21d2e485-e0c4-439c-9628-e9147617e84e,1/3/2022 9:26,14736243-d346-438f-9535-d80fcb9f3882,fruit,gold,1.49,3,4.47,cash
e531aada-5761-4f13-9cb7-33ddc48999e0,6/3/2022 17:16,80da8348-1707-403f-8be7-9e6deeccc883,fruit,standard,0.19,1,0.19,debit card
0f07f203-ddad-41ec-91ba-c0b9e97cdd09,5/3/2022 13:46,14736243-d346-438f-9535-d80fcb9f3882,fruit,non-member,1.49,2,2.98,cash
ec28754a-e8fd-41ed-a281-8c74b954194a,3/3/2022 14:49,ecac012c-1dec-41d4-9ebd-56fb7166f6d9,fruit,basic,4.99,4,19.96,e-wallet
94456859-fa85-4891-aeaf-5b600bbeab17,5/3/2022 19:41,0ddc2379-adba-4fb0-aa97-19fcafc738a1,fruit,gold,3.99,1,3.99,credit card
a9fa3734-452f-4c62-b085-407ccbfa5f9c,3/3/2022 16:45,7f5e86e6-f06f-45f6-bf44-27b095c9ad1d,fruit,premium,4.49,1,4.49,credit card
5c021081-6ddd-4d1e-87a2-23d990d515b7,3/3/2022 15:26,04da844d-8dba-4470-9119-e534d52a03a0,fruit,premium,0.49,2,0.98,credit card
111dceae-b855-4e63-906a-fe6d4fe07db0,7/3/2022 13:12,80da8348-1707-403f-8be7-9e6deeccc883,fruit,basic,0.19,1,0.19,credit card
005fa994-0d36-4ac4-941d-fcc568bab7b9,2/3/2022 13:12,04da844d-8dba-4470-9119-e534d52a03a0,fruit,non-member,0.49,1,0.49,credit card
2ba0d3b4-9be7-4336-91fa-e174333d9de8,5/3/2022 13:24,7c55cbd4-f306-4c04-a030-628cbe7867c1,fruit,standard,0.19,4,0.76,debit card
a53453e9-178e-4663-aab2-b8debcdc13b8,3/3/2022 12:03,7f5e86e6-f06f-45f6-bf44-27b095c9ad1d,fruit,premium,4.49,1,4.49,e-wallet
c6ad90d1-3ae6-479d-b669-f8d79923790a,6/3/2022 16:07,7c55cbd4-f306-4c04-a030-628cbe7867c1,fruit,gold,0.19,2,0.38,debit card
2bde5712-fb76-4079-8ca7-4c29d403a96b,7/3/2022 19:31,14736243-d346-438f-9535-d80fcb9f3882,fruit,standard,1.49,4,5.96,debit card
8ebeecc8-7707-4215-84e1-1d925273df28,4/3/2022 18:05,35e00193-aa27-4121-87f4-6ac0d8a8671f,fruit,non-member,0.49,4,1.96,debit card
1e17a472-3709-4697-bd50-ec26ea207990,4/3/2022 14:15,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,gold,3.99,2,7.98,cash
0fdb1ce3-9052-4473-9e3f-367a0977f3d8,3/3/2022 11:28,04da844d-8dba-4470-9119-e534d52a03a0,fruit,gold,0.49,1,0.49,cash
7031f03b-83f3-470e-b8d6-567ac7e8f85c,2/3/2022 13:59,14736243-d346-438f-9535-d80fcb9f3882,fruit,non-member,1.49,1,1.49,debit card
21790651-578a-479d-9696-e01bd7cd244e,6/3/2022 18:55,ecac012c-1dec-41d4-9ebd-56fb7166f6d9,fruit,standard,4.99,3,14.97,credit card
f21697bb-9b21-46f5-9833-d9cfba0d92d8,2/3/2022 17:26,35e00193-aa27-4121-87f4-6ac0d8a8671f,fruit,premium,0.49,3,1.47,e-wallet
ee41c3bc-6908-4e0b-ac27-147695e9954c,3/3/2022 16:03,35e00193-aa27-4121-87f4-6ac0d8a8671f,fruit,non-member,0.49,4,1.96,e-wallet
b7246813-fb1a-4b4f-9f12-25f06f8cfdbb,6/3/2022 10:33,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,premium,3.99,1,3.99,cash
7b4d4569-d615-4df6-b1e3-6b5882e29747,6/3/2022 16:50,7f5e86e6-f06f-45f6-bf44-27b095c9ad1d,fruit,non-member,4.49,1,4.49,e-wallet
2654987b-edf2-4182-be43-2ef008a818d8,6/3/2022 16:25,80da8348-1707-403f-8be7-9e6deeccc883,fruit,premium,0.19,2,0.38,credit card
375c4e78-9d6e-48f8-9728-47e25327b377,1/3/2022 16:59,7f5e86e6-f06f-45f6-bf44-27b095c9ad1d,fruit,gold,4.49,3,13.47,debit card
94a15f10-74b6-43c2-9b09-f23eef335d41,1/3/2022 19:39,35e00193-aa27-4121-87f4-6ac0d8a8671f,fruit,standard,0.49,2,0.98,cash
7e2d05fa-5540-4c7f-ab7c-52cf581f02fb,5/3/2022 19:31,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,gold,3.99,2,7.98,e-wallet
c6c45096-9367-4657-8642-7e65be3ecd64,7/3/2022 14:40,04da844d-8dba-4470-9119-e534d52a03a0,fruit,basic,0.49,4,1.96,cash
c9b1e042-bd84-4b7b-9455-486d753e4122,7/3/2022 12:53,7c55cbd4-f306-4c04-a030-628cbe7867c1,fruit,standard,0.19,1,0.19,cash
c7efb312-1956-4185-875a-cd6c3714e127,2/3/2022 9:46,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,premium,3.99,3,11.97,credit card
1689ffc2-b554-4e29-95bc-85cd64c14856,2/3/2022 13:57,35e00193-aa27-4121-87f4-6ac0d8a8671f,fruit,standard,0.49,4,1.96,e-wallet
ac56cc17-b546-4b58-a78e-3bf9eced6378,3/3/2022 15:53,14736243-d346-438f-9535-d80fcb9f3882,fruit,basic,1.49,3,4.47,e-wallet
2892d04d-9023-4c8a-8dc5-1fd0bfd6206c,4/3/2022 16:43,80da8348-1707-403f-8be7-9e6deeccc883,fruit,gold,0.19,2,0.38,cash
b2545253-ace5-43cf-ac0e-ccb512b291ef,6/3/2022 13:34,80da8348-1707-403f-8be7-9e6deeccc883,fruit,gold,0.19,3,0.57,cash
41596047-42fa-41d9-88a8-21c61b1e6457,7/3/2022 10:45,80da8348-1707-403f-8be7-9e6deeccc883,fruit,gold,0.19,4,0.76,credit card
6b54284f-de26-40e0-9a83-2278b663da44,6/3/2022 15:31,ad81b46c-bf38-41cf-9b54-5fe7f5eba93e,fruit,premium,3.99,1,3.99,credit card
5299f123-7967-410b-badc-a069ab19c08b,5/3/2022 16:44,14736243-d346-438f-9535-d80fcb9f3882,fruit,premium,1.49,1,1.49,credit card
e0061d3f-358d-425d-be40-bbe9481d6818,5/3/2022 12:14,7c55cbd4-f306-4c04-a030-628cbe7867c1,fruit,standard,0.19,4,0.76,debit card
efcfc535-7972-45a5-94cd-83db6f5ece63,7/3/2022 13:46,7f5e86e6-f06f-45f6-bf44-27b095c9ad1d,fruit,gold,4.49,4,17.96,e-wallet
ac3fe1e2-aa15-4aa1-9b31-23af830a75f7,5/3/2022 17:38,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,basic,3.99,1,3.99,credit card
fbe286d4-a10c-4ab9-abc6-75e86ce2fba7,2/3/2022 16:15,ecac012c-1dec-41d4-9ebd-56fb7166f6d9,fruit,standard,4.99,3,14.97,e-wallet
ba5f60be-0621-439d-bc8b-f632a2e67ec5,4/3/2022 16:47,ecac012c-1dec-41d4-9ebd-56fb7166f6d9,fruit,non-member,4.99,1,4.99,credit card
fb6b191a-57ce-459c-96c7-8225f8adcad3,7/3/2022 12:52,ad81b46c-bf38-41cf-9b54-5fe7f5eba93e,fruit,premium,3.99,1,3.99,credit card
20136f1c-657d-4d7a-985b-9435b0599734,6/3/2022 13:51,ecac012c-1dec-41d4-9ebd-56fb7166f6d9,fruit,non-member,4.99,4,19.96,debit card
3befa795-9dae-49ac-a805-e35a3ad5e85b,7/3/2022 19:37,7c55cbd4-f306-4c04-a030-628cbe7867c1,fruit,basic,0.19,2,0.38,cash
89e10334-bcd2-4d2d-b0e3-23f80da87038,1/3/2022 19:06,80da8348-1707-403f-8be7-9e6deeccc883,fruit,non-member,0.19,2,0.38,cash
13cf5e7e-80f5-45f2-ab8b-0e543e1b1559,4/3/2022 17:11,7c55cbd4-f306-4c04-a030-628cbe7867c1,fruit,premium,0.19,3,0.57,credit card
1c69ea6b-619d-4cad-a627-c88f51042175,2/3/2022 16:38,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,gold,3.99,1,3.99,e-wallet
8b94ffc8-1560-4242-bf95-48910dd90b88,3/3/2022 13:47,35e00193-aa27-4121-87f4-6ac0d8a8671f,fruit,gold,0.49,2,0.98,e-wallet
